TXNAME	GENEID
XM_002177284.1	PHATRDRAFT_42935
XM_002177285.1	PHATRDRAFT_24792
XM_002177286.1	PHATRDRAFT_9267
XM_002176775.1	PHATRDRAFT_51422
XM_002177287.1	PHATRDRAFT_32057
XM_002177288.1	PHATRDRAFT_42940
XM_002177289.1	PHATRDRAFT_42941
XM_002176776.1	PHATRDRAFT_42942
XM_002176777.1	PHATRDRAFT_42944
XM_002177290.1	PHATRDRAFT_7913
XM_002177291.1	PHATRDRAFT_7617
XM_002176778.1	PHATRDRAFT_42946
XM_002176779.1	PHATRDRAFT_32065
XM_002177292.1	PHATRDRAFT_8678
XM_002177293.1	PHATRDRAFT_42948
XM_002176780.1	PHATRDRAFT_42949
XM_002177294.1	PHATRDRAFT_42950
XM_002177295.1	PHATRDRAFT_42951
XM_002176781.1	PHATRDRAFT_32071
XM_002177296.1	PHATRDRAFT_17671
XM_002176782.1	PHATRDRAFT_42953
XM_002176783.1	PHATRDRAFT_8918
XM_002176784.1	PHATRDRAFT_42955
XM_002176785.1	PHATRDRAFT_42956
XM_002177297.1	PHATRDRAFT_42957
XM_002176786.1	PHATRDRAFT_42958
XM_002176787.1	PHATRDRAFT_42959
XM_002177298.1	PHATRDRAFT_42960
XM_002177299.1	PHATRDRAFT_42962
XM_002176788.1	PHATRDRAFT_32083
XM_002177300.1	PHATRDRAFT_42963
XM_002177301.1	PHATRDRAFT_25
XM_002176789.1	PHATRDRAFT_2761
XM_002177302.1	PHATRDRAFT_32087
XM_002177303.1	PHATRDRAFT_54013
XM_002176790.1	PHATRDRAFT_17683
XM_002176791.1	PHATRDRAFT_42968
XM_002177304.1	PHATRDRAFT_54015
XM_002177305.1	PHATRDRAFT_42970
XM_002176792.1	PHATRDRAFT_42971
XM_002177306.1	PHATRDRAFT_42972
XM_002176793.1	PHATRDRAFT_32094
XM_002177307.1	PHATRDRAFT_32095
XM_002176794.1	PHATRDRAFT_24820
XM_002177308.1	PHATRDRAFT_32097
XM_002177309.1	PHATRDRAFT_42975
XM_002176795.1	PHATRDRAFT_32099
XM_002177310.1	PHATRDRAFT_8987
XM_002176796.1	PHATRDRAFT_42977
XM_002177311.1	PHATRDRAFT_42978
XM_002177312.1	PHATRDRAFT_54017
XM_002176797.1	PHATRDRAFT_42980
XM_002177313.1	PHATRDRAFT_42981
XM_002176798.1	PHATRDRAFT_42982
XM_002177314.1	PHATRDRAFT_51430
XM_002177315.1	PHATRDRAFT_54019
XM_002176799.1	PHATRDRAFT_7114
XM_002177316.1	PHATRDRAFT_24838
XM_002176800.1	PHATRDRAFT_3120
XM_002176801.1	PHATRDRAFT_9413
XM_002177317.1	PHATRDRAFT_8970
XM_002177318.1	PHATRDRAFT_32113
XM_002176802.1	PHATRDRAFT_42989
XM_002177319.1	PHATRDRAFT_42990
XM_002177320.1	PHATRDRAFT_17720
XM_002176803.1	PHATRDRAFT_8815
XM_002177321.1	PHATRDRAFT_32118
XM_002177322.1	PHATRDRAFT_32119
XM_002176804.1	PHATRDRAFT_32120
XM_002177323.1	PHATRDRAFT_42993
XM_002176805.1	PHATRDRAFT_9143
XM_002177324.1	PHATRDRAFT_42995
XM_002176806.1	PHATRDRAFT_42996
XM_002177325.1	PHATRDRAFT_42997
XM_002177326.1	PHATRDRAFT_42998
XM_002177327.1	PHATRDRAFT_5588
XM_002176807.1	PHATRDRAFT_17728
XM_002177328.1	PHATRDRAFT_9161
XM_002176808.1	PHATRDRAFT_32129
XM_002177329.1	PHATRDRAFT_8810
XM_002176809.1	PHATRDRAFT_24865
XM_002177330.1	PHATRDRAFT_32132
XM_002176810.1	PHATRDRAFT_8827
XM_002177331.1	PHATRDRAFT_54026
XM_002176811.1	PHATRDRAFT_9388
XM_002176812.1	PHATRDRAFT_9625
XM_002177332.1	PHATRDRAFT_43008
XM_002177333.1	PHATRDRAFT_107
XM_002177334.1	PHATRDRAFT_32139
XM_002177335.1	PHATRDRAFT_43010
XM_002176813.1	PHATRDRAFT_9231
XM_002177336.1	PHATRDRAFT_9157
XM_002177337.1	PHATRDRAFT_43013
XM_002177338.1	PHATRDRAFT_32144
XM_002177339.1	PHATRDRAFT_8802
XM_002176814.1	PHATRDRAFT_9529
XM_002177340.1	PHATRDRAFT_43016
XM_002177341.1	PHATRDRAFT_43018
XM_002176815.1	PHATRDRAFT_43019
XM_002177342.1	PHATRDRAFT_43020
XM_002176816.1	PHATRDRAFT_43021
XM_002177343.1	PHATRDRAFT_43022
XM_002177344.1	PHATRDRAFT_43023
XM_002176817.1	PHATRDRAFT_43024
XM_002177345.1	PHATRDRAFT_43025
XM_002176818.1	PHATRDRAFT_43026
XM_002177346.1	PHATRDRAFT_43027
XM_002176819.1	PHATRDRAFT_24886
XM_002177347.1	PHATRDRAFT_32160
XM_002176820.1	PHATRDRAFT_43029
XM_002177348.1	PHATRDRAFT_9235
XM_002176821.1	PHATRDRAFT_54027
XM_002177349.1	PHATRDRAFT_17766
XM_002177350.1	PHATRDRAFT_9476
XM_002177351.1	PHATRDRAFT_43033
XM_002177352.1	PHATRDRAFT_43034
XM_002177353.1	PHATRDRAFT_17772
XM_002177354.1	PHATRDRAFT_54028
XM_002176822.1	PHATRDRAFT_43037
XM_002177355.1	PHATRDRAFT_43038
XM_002176823.1	PHATRDRAFT_8773
XM_002177356.1	PHATRDRAFT_32173
XM_002177357.1	PHATRDRAFT_43040
XM_002176824.1	PHATRDRAFT_43041
XM_002177358.1	PHATRDRAFT_32176
XM_002176825.1	PHATRDRAFT_43043
XM_002177359.1	PHATRDRAFT_32178
XM_002176826.1	PHATRDRAFT_43044
XM_002176827.1	PHATRDRAFT_9210
XM_002177360.1	PHATRDRAFT_43046
XM_002176828.1	PHATRDRAFT_43047
XM_002177361.1	PHATRDRAFT_32183
XM_002176829.1	PHATRDRAFT_17779
XM_002176830.1	PHATRDRAFT_9137
XM_002176831.1	PHATRDRAFT_24915
XM_002177362.1	PHATRDRAFT_43051
XM_002176832.1	PHATRDRAFT_43052
XM_002177363.1	PHATRDRAFT_9372
XM_002176833.1	PHATRDRAFT_9017
XM_002177364.1	PHATRDRAFT_32191
XM_002177365.1	PHATRDRAFT_24922
XM_002176834.1	PHATRDRAFT_43055
XM_002177366.1	PHATRDRAFT_43056
XM_002176835.1	PHATRDRAFT_32195
XM_002177367.1	PHATRDRAFT_43057
XM_002177368.1	PHATRDRAFT_43058
XM_002176836.1	PHATRDRAFT_32198
XM_002177369.1	PHATRDRAFT_17794
XM_002176837.1	PHATRDRAFT_43060
XM_002177370.1	PHATRDRAFT_43061
XM_002176838.1	PHATRDRAFT_32202
XM_002176839.1	PHATRDRAFT_41701
XM_002176840.1	PHATRDRAFT_43063
XM_002176841.1	PHATRDRAFT_41702
XM_002176842.1	PHATRDRAFT_43065
XM_002177371.1	PHATRDRAFT_43067
XM_002176843.1	PHATRDRAFT_43068
XM_002177372.1	PHATRDRAFT_43069
XM_002177373.1	PHATRDRAFT_43070
XM_002176844.1	PHATRDRAFT_43071
XM_002177374.1	PHATRDRAFT_43072
XM_002177375.1	PHATRDRAFT_43073
XM_002176845.1	PHATRDRAFT_43074
XM_002177376.1	PHATRDRAFT_24935
XM_002176846.1	PHATRDRAFT_43076
XM_002177377.1	PHATRDRAFT_32218
XM_002177378.1	PHATRDRAFT_32219
XM_002176847.1	PHATRDRAFT_8926
XM_002176848.1	PHATRDRAFT_8112
XM_002176849.1	PHATRDRAFT_43079
XM_002177379.2	PHATRDRAFT_1690
XM_002177380.1	PHATRDRAFT_43081
XM_002177381.1	PHATRDRAFT_9316
XM_002177382.1	PHATRDRAFT_43083
XM_002176850.1	PHATRDRAFT_43084
XM_002177383.1	PHATRDRAFT_43085
XM_002176851.1	PHATRDRAFT_43086
XM_002177384.1	PHATRDRAFT_43087
XM_002176852.1	PHATRDRAFT_43088
XM_002177385.1	PHATRDRAFT_43089
XM_002176853.1	PHATRDRAFT_43090
XM_002177386.1	PHATRDRAFT_54038
XM_002177387.1	PHATRDRAFT_43092
XM_002177388.1	PHATRDRAFT_43093
XM_002177389.1	PHATRDRAFT_9005
XM_002176854.1	PHATRDRAFT_32237
XM_002176855.1	PHATRDRAFT_43095
XM_002177390.1	PHATRDRAFT_9158
XM_002176856.1	PHATRDRAFT_43097
XM_002177391.1	PHATRDRAFT_43098
XM_002176857.1	PHATRDRAFT_43099
XM_002177392.1	PHATRDRAFT_9259
XM_002177393.1	PHATRDRAFT_43101
XM_002177394.1	PHATRDRAFT_43103
XM_002176858.1	PHATRDRAFT_32247
XM_002176859.1	PHATRDRAFT_6300
XM_002177395.1	PHATRDRAFT_43104
XM_002176860.1	PHATRDRAFT_43105
XM_002177396.1	PHATRDRAFT_32251
XM_002177397.1	PHATRDRAFT_43106
XM_002176861.1	PHATRDRAFT_32253
XM_002177398.1	PHATRDRAFT_9576
XM_002176862.1	PHATRDRAFT_32255
XM_002177399.1	PHATRDRAFT_43109
XM_002176863.1	PHATRDRAFT_43110
XM_002177400.1	PHATRDRAFT_6025
XM_002176864.1	PHATRDRAFT_43112
XM_002177401.1	PHATRDRAFT_32260
XM_002176865.1	PHATRDRAFT_32261
XM_002177402.1	PHATRDRAFT_8821
XM_002176866.1	PHATRDRAFT_43115
XM_002177403.1	PHATRDRAFT_43116
XM_002176867.1	PHATRDRAFT_43117
XM_002177404.1	PHATRDRAFT_51454
XM_002176868.1	PHATRDRAFT_9409
XM_002177405.1	PHATRDRAFT_43118
XM_002177406.1	PHATRDRAFT_55327
XM_002177407.1	PHATRDRAFT_55327
XM_002176869.1	PHATRDRAFT_43120
XM_002176870.1	PHATRDRAFT_43121
XM_002177408.1	PHATRDRAFT_32272
XM_002176871.1	PHATRDRAFT_43122
XM_002176872.1	PHATRDRAFT_32274
XM_002177409.1	PHATRDRAFT_43123
XM_002176873.1	PHATRDRAFT_43124
XM_002177410.1	PHATRDRAFT_17846
XM_002176874.1	PHATRDRAFT_43126
XM_002177411.1	PHATRDRAFT_43127
XM_002176875.1	PHATRDRAFT_43128
XM_002176876.1	PHATRDRAFT_24978
XM_002176877.1	PHATRDRAFT_43131
XM_002176878.1	PHATRDRAFT_43132
XM_002176879.1	PHATRDRAFT_32285
XM_002177412.1	PHATRDRAFT_32286
XM_002177413.1	PHATRDRAFT_43133
XM_002177414.1	PHATRDRAFT_43134
XM_002177415.1	PHATRDRAFT_43135
XM_002176880.1	PHATRDRAFT_32290
XM_002177416.1	PHATRDRAFT_43136
XM_002177417.1	PHATRDRAFT_32292
XM_002177418.1	PHATRDRAFT_43138
XM_002176881.1	PHATRDRAFT_32294
XM_002177419.1	PHATRDRAFT_8763
XM_002176882.1	PHATRDRAFT_43140
XM_002177420.1	PHATRDRAFT_1785
XM_002176883.1	PHATRDRAFT_17860
XM_002176884.1	PHATRDRAFT_43143
XM_002177421.1	PHATRDRAFT_43144
gene-PHATRDRAFT_51460	.
PHATRDRAFT_51460	PHATRDRAFT_51460
XM_002177422.1	PHATRDRAFT_43146
XM_002176885.1	PHATRDRAFT_17862
XM_002177423.1	PHATRDRAFT_43148
XM_002176886.1	PHATRDRAFT_24996
XM_002177424.1	PHATRDRAFT_43150
XM_002177425.1	PHATRDRAFT_54048
XM_002177426.1	PHATRDRAFT_43152
XM_002176887.1	PHATRDRAFT_25000
XM_002177427.1	PHATRDRAFT_43154
XM_002176888.1	PHATRDRAFT_32311
XM_002176889.1	PHATRDRAFT_43155
XM_002176890.2	PHATRDRAFT_54049
XM_002177428.1	PHATRDRAFT_32314
XM_002176891.1	PHATRDRAFT_32315
XM_002176892.1	PHATRDRAFT_32316
XM_002176893.1	PHATRDRAFT_43157
XM_002177429.1	PHATRDRAFT_43158
XM_002176894.1	PHATRDRAFT_43159
XM_002177430.1	PHATRDRAFT_43160
XM_002176895.1	PHATRDRAFT_43161
XM_002177431.1	PHATRDRAFT_43162
XM_002176896.1	PHATRDRAFT_43163
XM_002177432.1	PHATRDRAFT_43164
XM_002176897.1	PHATRDRAFT_43165
XM_002177433.1	PHATRDRAFT_32326
XM_002177434.1	PHATRDRAFT_32327
XM_002177435.1	PHATRDRAFT_43168
XM_002176898.1	PHATRDRAFT_9280
XM_002177436.1	PHATRDRAFT_43169
XM_002176899.1	PHATRDRAFT_56488
XM_002177437.1	PHATRDRAFT_43171
XM_002176900.1	PHATRDRAFT_9348
XM_002177438.1	PHATRDRAFT_17885
XM_002177439.1	PHATRDRAFT_9612
XM_002177440.1	PHATRDRAFT_56463
XM_002176901.1	PHATRDRAFT_43175
XM_002176902.1	PHATRDRAFT_43176
XM_002177441.1	PHATRDRAFT_43177
XM_002176903.1	PHATRDRAFT_32339
XM_002176904.1	PHATRDRAFT_32340
XM_002177442.1	PHATRDRAFT_9309
XM_002176905.1	PHATRDRAFT_32342
XM_002176906.1	PHATRDRAFT_43179
XM_002177443.1	PHATRDRAFT_43180
XM_002176907.1	PHATRDRAFT_32345
XM_002177444.1	PHATRDRAFT_43181
XM_002177445.1	PHATRDRAFT_43182
XM_002177446.1	PHATRDRAFT_43183
XM_002176908.1	PHATRDRAFT_43184
XM_002176909.1	PHATRDRAFT_17895
XM_002176910.1	PHATRDRAFT_43187
XM_002177447.1	PHATRDRAFT_43188
XM_002177448.1	PHATRDRAFT_9308
XM_002176911.2	PHATRDRAFT_54051
XM_002177449.1	PHATRDRAFT_43191
XM_002177450.1	PHATRDRAFT_9211
XM_002176912.1	PHATRDRAFT_8754
XM_002177451.1	PHATRDRAFT_43194
XM_002177452.1	PHATRDRAFT_7961
XM_002176913.1	PHATRDRAFT_43196
XM_002177453.1	PHATRDRAFT_3281
XM_002176914.1	PHATRDRAFT_17909
XM_002177454.1	PHATRDRAFT_8860
XM_002177455.1	PHATRDRAFT_32365
XM_002176915.1	PHATRDRAFT_17914
XM_002176916.1	PHATRDRAFT_9355
XM_002176917.1	PHATRDRAFT_43202
XM_002177456.1	PHATRDRAFT_9223
XM_002176918.1	PHATRDRAFT_43204
XM_002177457.1	PHATRDRAFT_43205
XM_002176919.1	PHATRDRAFT_8706
XM_002177458.1	PHATRDRAFT_43207
XM_002176920.1	PHATRDRAFT_43208
XM_002177459.1	PHATRDRAFT_43209
XM_002176921.1	PHATRDRAFT_17928
XM_002176922.1	PHATRDRAFT_43211
XM_002177460.1	PHATRDRAFT_43212
XM_002176923.1	PHATRDRAFT_32379
XM_002176924.1	PHATRDRAFT_43213
XM_002176925.1	PHATRDRAFT_43214
XM_002176926.1	PHATRDRAFT_43215
XM_002176927.1	PHATRDRAFT_8890
XM_002177461.1	PHATRDRAFT_43217
XM_002176928.1	PHATRDRAFT_43218
XM_002177462.1	PHATRDRAFT_43219
XM_002176929.1	PHATRDRAFT_43220
XM_002177463.1	PHATRDRAFT_43221
XM_002176930.1	PHATRDRAFT_43222
XM_002177464.1	PHATRDRAFT_32390
XM_002176931.1	PHATRDRAFT_43223
XM_002177465.1	PHATRDRAFT_43224
XM_002176932.1	PHATRDRAFT_9411
XM_002177466.1	PHATRDRAFT_43225
XM_002176933.1	PHATRDRAFT_43226
XM_002177467.1	PHATRDRAFT_9570
XM_002176934.1	PHATRDRAFT_43228
XM_002177468.1	PHATRDRAFT_43229
XM_002176935.1	PHATRDRAFT_43230
XM_002176936.1	PHATRDRAFT_2782
XM_002177469.1	PHATRDRAFT_32401
XM_002177470.1	PHATRDRAFT_43232
XM_002177471.1	PHATRDRAFT_43233
XM_002177472.1	PHATRDRAFT_43234
XM_002176937.1	PHATRDRAFT_43235
XM_002177473.1	PHATRDRAFT_8363
XM_002176938.1	PHATRDRAFT_43236
XM_002177474.1	PHATRDRAFT_43237
XM_002177475.1	PHATRDRAFT_43238
XM_002176939.1	PHATRDRAFT_17936
XM_002177476.1	PHATRDRAFT_32411
XM_002177477.1	PHATRDRAFT_56450
XM_002176940.1	PHATRDRAFT_25067
XM_002177478.1	PHATRDRAFT_50695
XM_002176941.1	PHATRDRAFT_8828
XM_002177479.1	PHATRDRAFT_43243
XM_002176942.1	PHATRDRAFT_43244
XM_002176943.1	PHATRDRAFT_43245
XM_002177480.1	PHATRDRAFT_17948
XM_002176944.1	PHATRDRAFT_8765
XM_002177481.1	PHATRDRAFT_17954
XM_002176945.1	PHATRDRAFT_8694
XM_002177482.1	PHATRDRAFT_43249
XM_002176946.1	PHATRDRAFT_8777
XM_002177483.1	PHATRDRAFT_43251
XM_002177484.1	PHATRDRAFT_43253
XM_002176947.1	PHATRDRAFT_17967
XM_002177485.1	PHATRDRAFT_9241
XM_002177486.1	PHATRDRAFT_17974
XM_002176948.1	PHATRDRAFT_54064
XM_002177487.1	PHATRDRAFT_43258
XM_002176949.1	PHATRDRAFT_43259
XM_002177488.1	PHATRDRAFT_32434
XM_002176950.1	PHATRDRAFT_43261
XM_002176951.1	PHATRDRAFT_54065
XM_002177489.1	PHATRDRAFT_9323
XM_002177490.1	PHATRDRAFT_8770
XM_002177491.1	PHATRDRAFT_54066
XM_002177492.1	PHATRDRAFT_43266
XM_002176952.1	PHATRDRAFT_32441
XM_002176953.1	PHATRDRAFT_43267
XM_002177493.1	PHATRDRAFT_32443
XM_002177494.1	PHATRDRAFT_43268
XM_002177495.1	PHATRDRAFT_43269
XM_002177496.1	PHATRDRAFT_43270
XM_002176954.1	PHATRDRAFT_43271
XM_002177497.1	PHATRDRAFT_8741
XM_002176955.1	PHATRDRAFT_43274
XM_002177498.1	PHATRDRAFT_6093
XM_002177499.1	PHATRDRAFT_54067
XM_002176956.1	PHATRDRAFT_32453
XM_002176957.1	PHATRDRAFT_32454
XM_002176958.1	PHATRDRAFT_32455
XM_002176959.1	PHATRDRAFT_54068
XM_002177500.1	PHATRDRAFT_25127
XM_002177501.1	PHATRDRAFT_43277
XM_002177502.1	PHATRDRAFT_43278
XM_002176960.1	PHATRDRAFT_32459
XM_002177806.1	PHATRDRAFT_43279
XM_002177807.1	PHATRDRAFT_43280
XM_002177808.1	PHATRDRAFT_32462
XM_002177809.1	PHATRDRAFT_25133
XM_002177503.1	PHATRDRAFT_18008
XM_002177810.1	PHATRDRAFT_43283
XM_002177504.1	PHATRDRAFT_50701
XM_002177811.1	PHATRDRAFT_43285
XM_002177812.1	PHATRDRAFT_54072
XM_002177813.1	PHATRDRAFT_43287
XM_002177505.1	PHATRDRAFT_32471
XM_002177506.1	PHATRDRAFT_43288
XM_002177814.1	PHATRDRAFT_9904
XM_002177507.1	PHATRDRAFT_41721
XM_002177815.1	PHATRDRAFT_43291
XM_002177508.1	PHATRDRAFT_9860
XM_002177509.1	PHATRDRAFT_43293
XM_002177816.1	PHATRDRAFT_5099
XM_002177817.1	PHATRDRAFT_43295
XM_002177818.1	PHATRDRAFT_43297
XM_002177819.1	PHATRDRAFT_43298
XM_002177510.1	PHATRDRAFT_43299
XM_002177511.1	PHATRDRAFT_43300
XM_002177512.1	PHATRDRAFT_43301
XM_002177820.1	PHATRDRAFT_43302
XM_002177513.1	PHATRDRAFT_32487
XM_002177514.1	PHATRDRAFT_43303
XM_002177821.1	PHATRDRAFT_43304
XM_002177515.1	PHATRDRAFT_43305
XM_002177822.1	PHATRDRAFT_32491
XM_002177516.1	PHATRDRAFT_18027
XM_002177517.1	PHATRDRAFT_43307
XM_002177823.1	PHATRDRAFT_43308
XM_002177518.1	PHATRDRAFT_43309
XM_002177824.1	PHATRDRAFT_43310
XM_002177519.1	PHATRDRAFT_43311
XM_002177825.1	PHATRDRAFT_43312
XM_002177520.1	PHATRDRAFT_43313
XM_002177521.1	PHATRDRAFT_43314
XM_002177826.1	PHATRDRAFT_43315
XM_002177522.1	PHATRDRAFT_18029
XM_002177523.1	PHATRDRAFT_43317
XM_002177827.1	PHATRDRAFT_9947
XM_002177828.1	PHATRDRAFT_18036
XM_002177524.1	PHATRDRAFT_9956
XM_002177829.1	PHATRDRAFT_43320
XM_002177525.1	PHATRDRAFT_32507
XM_002177830.1	PHATRDRAFT_43321
XM_002177526.1	PHATRDRAFT_43322
XM_002177527.1	PHATRDRAFT_43323
XM_002177528.1	PHATRDRAFT_32511
XM_002177529.1	PHATRDRAFT_43324
XM_002177530.1	PHATRDRAFT_32513
XM_002177531.1	PHATRDRAFT_43325
XM_002177831.1	PHATRDRAFT_43326
XM_002177832.1	PHATRDRAFT_25168
XM_002177833.1	PHATRDRAFT_50705
XM_002177834.1	PHATRDRAFT_25172
XM_002177835.1	PHATRDRAFT_18049
XM_002177532.1	PHATRDRAFT_43334
XM_002177836.1	PHATRDRAFT_32524
XM_002177533.1	PHATRDRAFT_43335
XM_002177534.1	PHATRDRAFT_43336
XM_002177535.1	PHATRDRAFT_32528
XM_002177837.1	PHATRDRAFT_54080
XM_002177838.1	PHATRDRAFT_43339
XM_002177536.1	PHATRDRAFT_32531
XM_002177839.1	PHATRDRAFT_32532
XM_002177840.1	PHATRDRAFT_7634
XM_002177537.1	PHATRDRAFT_9709
XM_002177538.1	PHATRDRAFT_32535
XM_002177841.1	PHATRDRAFT_43342
XM_002177842.1	PHATRDRAFT_9929
XM_002177539.1	PHATRDRAFT_25183
XM_002177843.1	PHATRDRAFT_32539
XM_002177844.1	PHATRDRAFT_43345
XM_002177845.1	PHATRDRAFT_43347
XM_002177846.1	PHATRDRAFT_43348
XM_002177540.1	PHATRDRAFT_43349
XM_002177847.1	PHATRDRAFT_43350
XM_002177848.1	PHATRDRAFT_25184
XM_002177541.1	PHATRDRAFT_43352
XM_002177849.1	PHATRDRAFT_43354
XM_002177850.1	PHATRDRAFT_32550
XM_002177851.1	PHATRDRAFT_18064
XM_002177542.1	PHATRDRAFT_43356
XM_002177543.1	PHATRDRAFT_9728
XM_002177852.1	PHATRDRAFT_18067
XM_002177544.1	PHATRDRAFT_32553
XM_002177853.1	PHATRDRAFT_32554
XM_002177854.1	PHATRDRAFT_56501
XM_002177855.1	PHATRDRAFT_43359
XM_002177545.1	PHATRDRAFT_32557
XM_002177856.1	PHATRDRAFT_43360
XM_002177546.1	PHATRDRAFT_32559
XM_002177857.1	PHATRDRAFT_43361
XM_002177547.1	PHATRDRAFT_43362
XM_002177548.1	PHATRDRAFT_43363
XM_002177549.1	PHATRDRAFT_43364
XM_002177858.1	PHATRDRAFT_43365
XM_002177859.1	PHATRDRAFT_43366
XM_002177860.1	PHATRDRAFT_3940
XM_002177861.1	PHATRDRAFT_43368
XM_002177550.1	PHATRDRAFT_43369
XM_002177862.1	PHATRDRAFT_43370
XM_002177863.1	PHATRDRAFT_43371
XM_002177551.1	PHATRDRAFT_43372
XM_002177864.1	PHATRDRAFT_32572
XM_002177865.1	PHATRDRAFT_43373
XM_002177552.1	PHATRDRAFT_43374
XM_002177553.1	PHATRDRAFT_43375
XM_002177866.1	PHATRDRAFT_9903
XM_002177554.1	PHATRDRAFT_43377
XM_002177555.1	PHATRDRAFT_43378
XM_002177867.1	PHATRDRAFT_56626
XM_002177868.1	PHATRDRAFT_56624
XM_002177556.1	PHATRDRAFT_56630
XM_002177869.1	PHATRDRAFT_43382
XM_002177870.1	PHATRDRAFT_43383
XM_002177557.1	PHATRDRAFT_9701
XM_002177558.1	PHATRDRAFT_32585
XM_002177559.1	PHATRDRAFT_43384
XM_002177871.1	PHATRDRAFT_18087
XM_002177560.1	PHATRDRAFT_32588
XM_002177872.1	PHATRDRAFT_43386
XM_002177561.1	PHATRDRAFT_43387
XM_002177873.1	PHATRDRAFT_25217
XM_002177562.1	PHATRDRAFT_25218
XM_002177874.1	PHATRDRAFT_18096
XM_002177563.1	PHATRDRAFT_43391
XM_002177564.1	PHATRDRAFT_10148
XM_002177875.1	PHATRDRAFT_7718
XM_002177565.1	PHATRDRAFT_32597
XM_002177876.1	PHATRDRAFT_43394
XM_002177877.1	PHATRDRAFT_43395
XM_002177878.1	PHATRDRAFT_43396
XM_002177566.1	PHATRDRAFT_43397
XM_002177879.1	PHATRDRAFT_43398
XM_002177880.1	PHATRDRAFT_32604
XM_002177881.1	PHATRDRAFT_54086
XM_002177882.1	PHATRDRAFT_43401
XM_002177883.1	PHATRDRAFT_43402
XM_002177567.1	PHATRDRAFT_18103
XM_002177884.1	PHATRDRAFT_54087
XM_002177568.1	PHATRDRAFT_43405
XM_002177569.1	PHATRDRAFT_43406
XM_002177885.1	PHATRDRAFT_43407
XM_002177570.1	PHATRDRAFT_43408
XM_002177886.1	PHATRDRAFT_9832
XM_002177571.1	PHATRDRAFT_43410
XM_002177887.1	PHATRDRAFT_43411
XM_002177572.1	PHATRDRAFT_43412
XM_002177573.1	PHATRDRAFT_43413
XM_002177888.1	PHATRDRAFT_54088
XM_002177889.1	PHATRDRAFT_43416
XM_002177890.1	PHATRDRAFT_43417
XM_002177574.1	PHATRDRAFT_43418
XM_002177575.1	PHATRDRAFT_43419
XM_002177891.1	PHATRDRAFT_43420
XM_002177576.1	PHATRDRAFT_43421
XM_002177892.1	PHATRDRAFT_43422
XM_002177577.1	PHATRDRAFT_32629
XM_002177893.1	PHATRDRAFT_43423
XM_002177894.1	PHATRDRAFT_43424
XM_002177578.1	PHATRDRAFT_43425
XM_002177895.1	PHATRDRAFT_10068
XM_002177579.1	PHATRDRAFT_32634
XM_002177896.1	PHATRDRAFT_43427
XM_002177580.1	PHATRDRAFT_43428
XM_002177897.1	PHATRDRAFT_43429
XM_002177581.1	PHATRDRAFT_43430
XM_002177898.1	PHATRDRAFT_43431
XM_002177582.1	PHATRDRAFT_43432
XM_002177583.1	PHATRDRAFT_9664
XM_002177899.1	PHATRDRAFT_43434
XM_002177584.1	PHATRDRAFT_43435
XM_002177900.1	PHATRDRAFT_54091
XM_002177901.1	PHATRDRAFT_32645
XM_002177902.1	PHATRDRAFT_32646
XM_002177585.1	PHATRDRAFT_43438
XM_002177903.1	PHATRDRAFT_43439
XM_002177586.1	PHATRDRAFT_7007
XM_002177587.1	PHATRDRAFT_9879
XM_002177588.1	PHATRDRAFT_43441
XM_002177904.1	PHATRDRAFT_43442
XM_002177905.1	PHATRDRAFT_43443
XM_002177589.1	PHATRDRAFT_18128
XM_002177590.1	PHATRDRAFT_43446
XM_002177906.1	PHATRDRAFT_32656
XM_002177591.1	PHATRDRAFT_43447
XM_002177907.1	PHATRDRAFT_10102
XM_002177908.1	PHATRDRAFT_43450
XM_002177592.1	PHATRDRAFT_32661
XM_002177909.1	PHATRDRAFT_43451
XM_002177910.1	PHATRDRAFT_43452
XM_002177593.1	PHATRDRAFT_32665
XM_002177911.1	PHATRDRAFT_43454
XM_002177912.1	PHATRDRAFT_18132
XM_002177594.1	PHATRDRAFT_9890
XM_002177913.1	PHATRDRAFT_54092
XM_002177595.1	PHATRDRAFT_1862
XM_002177914.1	PHATRDRAFT_43459
XM_002177915.1	PHATRDRAFT_43460
XM_002177596.1	PHATRDRAFT_51511
XM_002177916.1	PHATRDRAFT_18142
XM_002177917.1	PHATRDRAFT_43463
XM_002177918.1	PHATRDRAFT_43464
XM_002177597.1	PHATRDRAFT_43465
XM_002177598.1	PHATRDRAFT_43466
XM_002177599.1	PHATRDRAFT_43467
XM_002177919.1	PHATRDRAFT_9987
XM_002177600.1	PHATRDRAFT_32681
XM_002177601.1	PHATRDRAFT_43469
XM_002177920.1	PHATRDRAFT_43470
XM_002177921.1	PHATRDRAFT_32684
XM_002177602.1	PHATRDRAFT_43471
XM_002177922.1	PHATRDRAFT_43472
XM_002177603.1	PHATRDRAFT_43473
XM_002177923.1	PHATRDRAFT_32688
XM_002177604.1	PHATRDRAFT_5720
XM_002177924.1	PHATRDRAFT_43474
XM_002177605.1	PHATRDRAFT_4741
XM_002177925.1	PHATRDRAFT_32692
XM_002177606.1	PHATRDRAFT_4936
XM_002177926.1	PHATRDRAFT_43478
XM_002177927.1	PHATRDRAFT_43479
XM_002177928.1	PHATRDRAFT_43480
XM_002177607.1	PHATRDRAFT_43481
